pop,prop,class,label
185,P1433,Q21198342,OPT
85,P1433,Q87167,OPT
49,P1433,Q87167,OPT
28974,P1433,Q21198342,OPT
0,P1433,Q28464970,OPT
86,P1433,Q87167,OPT
75,P1433,Q87167,OPT
97,P1433,Q87167,OPT
183,P1433,Q87167,OPT
56,P1433,Q87167,OPT
56,P1433,Q87167,OPT
75,P1433,Q87167,OPT
56,P1433,Q87167,OPT
371,P1433,Q87167,OPT
52,P1433,Q87167,OPT
37,P1433,Q87167,OPT
40,P1433,Q87167,OPT
41,P1433,Q87167,OPT
396,P1433,Q5707594,OPT
69,P1433,Q87167,OPT
56,P1433,Q87167,OPT
56,P1433,Q87167,OPT
74408,P30,Q23442,OPT
26678,P30,Q183366,OPT
120122,P30,Q7270,OPT
2396,P30,Q23442,OPT
55739,P30,Q15379753,OPT
22113,P30,Q484170,OPT
358,P30,Q8502,OPT
20053,P30,Q831740,OPT
203935,P30,Q7270,OPT
192150,P30,Q35657,OPT
51687,P30,Q484652,OPT
59841,P30,Q573344,OPT
12865,P30,NULL,OPT
11238,P30,Q8502,OPT
23122,P30,Q3024240,OPT
28463,P30,Q15893266,OPT
5598,P30,Q1175522,OPT
90620,P30,Q3624078,OPT
882,P30,Q46831,OPT
47987,P30,Q3024240,OPT
60650,P30,Q171441,OPT
9410,P30,Q4022,OPT
109592,P30,Q6256,OPT
155099,P30,Q7270,OPT
99204,P30,Q15634554,OPT
4248,P30,Q169358,OPT
162388,P30,Q1200957,OPT
25351,P30,Q192810,OPT
23310,P30,Q133156,OPT
127612,P30,Q6256,OPT
196446,P30,Q11828004,OPT
180600,P30,Q6256,OPT
206996,P30,Q35657,OPT
146271,P30,Q51929311,OPT
12008,P30,Q4022,OPT
2138,P30,Q8502,OPT
181755,P30,Q56061,OPT
59461,P30,Q4022,OPT
372024,P30,Q56061,OPT
169616,P30,Q11514315,OPT
226068,P30,Q6256,OPT
184551,P30,Q62049,OPT
4983,P30,Q188509,OPT
199311,P30,Q902814,OPT
521,P30,Q8502,OPT
268732,P30,Q7270,OPT
59957,P30,Q200250,OPT
32208,P30,Q23442,OPT
3406,P30,Q82794,OPT
1732,P30,Q4022,OPT
159389,P30,Q6256,OPT
12035,P30,Q3624078,OPT
16232,P30,Q8072,OPT
99246,P30,Q171441,OPT
238865,P30,Q6256,OPT
82707,P30,Q23397,OPT
111208,P30,Q35657,OPT
52587,P30,Q170156,OPT
128419,P30,Q312461,OPT
8207,P30,Q465842,OPT
255638,P30,Q6256,OPT
518422,P30,Q1323642,OPT
118707,P30,Q6256,OPT
405066,P30,Q6256,OPT
120403,P30,Q7270,OPT
218045,P30,Q6256,OPT
232720,P30,Q7270,OPT
353155,P30,Q6256,OPT
115173,P30,Q14770218,OPT
3484,P30,Q4022,OPT
21481,P30,Q3624078,OPT
328400,P30,Q6256,OPT
12050,P30,Q23442,OPT
697076,P30,Q7270,OPT
4271,P30,Q23442,OPT
26460,P30,Q133156,OPT
239,P30,Q11755853,OPT
731,P30,Q4022,OPT
391711,P30,Q6266,OPT
13599,P30,Q133156,OPT
723,P30,Q4022,OPT
30442,P30,Q46831,OPT
2490,P30,Q8502,OPT
142040,P30,Q6256,OPT
99042,P30,Q11828004,OPT
241616,P30,Q35657,OPT
9671,P30,Q3024240,OPT
8419,P30,Q133156,OPT
208056,P30,Q5255892,OPT
213907,P30,Q6256,OPT
144428,P30,Q35657,OPT
41894,P30,Q23442,OPT
26943,P30,Q8502,OPT
1108,P30,Q4022,OPT
325500,P30,Q35657,OPT
5697,P30,Q985073,OPT
116054,P30,Q7270,OPT
20995,P30,Q7930989,OPT
23143,P30,Q245065,OPT
76627,P30,Q56061,OPT
126878,P30,Q6256,OPT
161,P30,Q82794,OPT
239014,P30,Q12443800,OPT
228408,P30,Q6256,OPT
108326,P30,Q35657,OPT
265181,P30,Q35657,OPT
1084,P30,Q1250464,OPT
475904,P30,Q7275,OPT
72100,P30,Q6256,OPT
124494,P30,Q46831,OPT
807,P97,Q5,OPT
4271,P97,Q5,OPT
3078,P97,Q5,OPT
1494,P97,Q5,OPT
123872,P97,Q5,OPT
875,P97,Q5,OPT
2528,P97,Q5,OPT
464,P97,Q5,OPT
3372,P97,Q5,OPT
368,P97,Q5,OPT
3314,P97,Q5,OPT
346,P97,Q5,OPT
1403,P97,Q5,OPT
1803,P97,Q5,OPT
1521,P97,Q5,OPT
470,P97,Q5,OPT
298,P97,Q5,OPT
434226,P97,Q5,OPT
1948,P97,Q5,OPT
730,P97,Q5,OPT
939,P97,Q5,OPT
548,P97,Q5,OPT
13255,P97,Q5,OPT
507,P97,Q5,OPT
1741,P97,Q5,OPT
20718,P97,Q15711870,OPT
132,P97,Q5,OPT
6043,P97,Q5,OPT
137,P97,Q5,OPT
436,P97,Q5,OPT
8636,P97,Q5,OPT
20104,P97,Q5,OPT
487,P97,Q5,OPT
73388,P97,Q5,OPT
204,P97,Q5,OPT
8578,P97,Q5,OPT
2127,P97,Q5,OPT
513,P97,Q5,OPT
370,P97,Q5,OPT
116,P97,Q5,OPT
1133,P97,Q5,OPT
7294,P97,Q5,OPT
833,P97,Q5,OPT
311,P97,Q5,OPT
26143,P97,Q5,OPT
1096,P97,Q5,OPT
6676,P97,Q5,OPT
665,P97,Q5,OPT
14029,P97,Q5,OPT
37231,P97,Q20086260,OPT
11803,P97,Q5,OPT
138,P97,Q5,OPT
1776,P97,Q5,OPT
6193,P97,Q5,OPT
19601,P97,Q5,OPT
203332,P97,Q5,OPT
592,P97,Q5,OPT
1519,P97,Q5,OPT
492,P97,Q5,OPT
668,P97,Q5,OPT
134,P97,Q5,OPT
584,P4552,Q150784,OPT
962,P4552,Q133056,OPT
92,P4552,Q8502,OPT
28,P4552,Q8502,OPT
118,P4552,Q8502,OPT
2707,P4552,Q46831,OPT
29,P4552,Q8502,OPT
110,P4552,Q23397,OPT
32,P4552,Q8502,OPT
12151,P4552,Q2143825,OPT
1572,P4552,Q8502,OPT
21,P4552,Q8502,OPT
52,P4552,Q8502,OPT
1544,P4552,Q8502,OPT
28,P4552,Q8502,OPT
399,P4552,Q131681,OPT
52,P4552,Q8502,OPT
730,P4552,Q46831,OPT
2658,P4552,Q757292,OPT
2091,P4552,Q740445,OPT
70,P4552,Q8502,OPT
298,P4552,Q133056,OPT
77,P4552,Q8502,OPT
308,P4552,Q133056,OPT
35,P4552,Q695207,OPT
49,P4552,Q8502,OPT
93,P4552,Q54050,OPT
28,P4552,Q8502,OPT
343,P4552,Q23397,OPT
1482,P4552,Q15243209,OPT
1994,P4552,Q39816,OPT
51,P4552,Q8502,OPT
32,P4552,Q8502,OPT
498,P4552,Q8502,OPT
29,P4552,Q8502,OPT
52,P4552,Q8502,OPT
108,P4552,Q8502,OPT
1890,P4552,Q8502,OPT
21,P4552,Q8502,OPT
51,P4552,Q8502,OPT
27,P4552,Q8502,OPT
48,P4552,Q8502,OPT
21,P4552,Q8502,OPT
32,P4552,Q8502,OPT
29,P4552,Q8502,OPT
29,P4552,Q8502,OPT
1283,P400,Q7889,OPT
2035,P400,Q7058673,OPT
508,P400,Q7889,OPT
6928,P400,Q7889,OPT
5015,P400,Q7889,OPT
2174,P400,Q7889,OPT
283,P400,Q7889,OPT
8549,P400,Q116774927,OPT
2280,P400,Q7889,OPT
1425,P400,Q7889,OPT
1316,P400,Q7889,OPT
924,P400,Q7889,OPT
33387,P400,Q7889,OPT
852,P400,Q7889,OPT
222,P400,Q7889,OPT
897,P400,Q7889,OPT
2571,P400,Q210337,OPT
144,P400,Q7889,OPT
722,P400,Q7889,OPT
31736,P400,Q7889,OPT
1407,P400,Q7889,OPT
1472,P400,Q7889,OPT
4225,P400,Q7889,OPT
1678,P400,Q7889,OPT
172,P400,Q7058673,OPT
2545,P400,Q7889,OPT
942,P400,Q7889,OPT
294,P400,Q7889,OPT
806,P400,Q7889,OPT
6418,P400,Q7889,OPT
12046,P400,Q7889,OPT
67,P400,Q7889,OPT
11498,P400,Q7889,OPT
236,P400,Q7889,OPT
2555,P400,Q620615,OPT
1754,P400,Q341,OPT
123,P400,Q128093,OPT
340,P400,Q7889,OPT
767,P400,Q7889,OPT
623,P400,Q7889,OPT
1609,P400,Q7889,OPT
859,P400,Q7889,OPT
9991,P400,Q7889,OPT
5759,P400,Q7889,OPT
484,P400,Q7889,OPT
48786,P400,Q112144412,OPT
188,P400,Q7889,OPT
493,P400,Q7889,OPT
4240,P400,Q112144412,OPT
1529,P400,Q7889,OPT
4923,P400,Q7889,OPT
974,P400,Q7889,OPT
5135,P400,Q7889,OPT
566,P400,Q7889,OPT
45607,P400,Q1332193,OPT
3631,P400,Q7889,OPT
233,P400,Q7889,OPT
345,P400,Q7889,OPT
350,P400,Q7889,OPT
1125,P400,Q7889,OPT
465,P400,Q170584,OPT
1999,P400,Q16070115,OPT
772,P400,Q6576792,OPT
269,P400,Q7889,OPT
11029,P400,Q7889,OPT
250,P400,Q7889,OPT
10843,P400,Q7889,OPT
1096,P400,Q7889,OPT
12484,P400,Q1373429,OPT
1441,P400,Q7889,OPT
454,P400,Q7889,OPT
270,P400,Q7889,OPT
4398,P400,Q7889,OPT
14095,P400,Q7889,OPT
2060,P400,Q7889,OPT
929,P400,Q7889,OPT
2000,P400,Q112144412,OPT
3394,P400,Q7889,OPT
7569,P400,Q112144412,OPT
384,P400,Q7889,OPT
1204,P400,Q7889,OPT
1444,P400,Q620615,OPT
117,P400,Q7889,OPT
15813,P400,Q1373429,OPT
2123,P400,Q7889,OPT
3712,P400,Q7889,OPT
307,P400,Q7889,OPT
497,P400,Q7889,OPT
711,P400,Q7889,OPT
1152,P400,Q7889,OPT
9883,P400,Q7889,OPT
32041,P400,Q7889,OPT
394,P407,Q151885,OPT
22015,P407,Q15416,OPT
1027,P407,Q482994,OPT
151,P407,Q17537576,OPT
350,P407,Q11032,OPT
121,P407,Q47461344,OPT
590,P407,Q21198342,OPT
12055,P407,Q5398426,OPT
155,P407,Q11032,OPT
1022,P407,Q47461344,OPT
116,P407,Q482994,OPT
482,P407,Q64801076,OPT
614,P407,Q221409,OPT
79,P407,Q41298,OPT
38,P407,Q47461344,OPT
41,P407,Q11032,OPT
567,P407,Q82799,OPT
60,P407,Q11032,OPT
60,P407,Q105543609,OPT
74199,P407,Q29517555,OPT
212,P407,Q47461344,OPT
124,P407,Q482994,OPT
1657,P407,Q7889,OPT
1010,P407,Q5398426,OPT
4451,P407,Q11032,OPT
727,P407,Q482994,OPT
83,P407,Q47461344,OPT
97,P407,Q41298,OPT
86,P407,Q58483083,OPT
4333,P407,Q7725634,OPT
163,P407,Q4830453,OPT
72,P407,Q7725634,OPT
101,P407,Q41298,OPT
15097,P407,Q41298,OPT
83,P407,Q11032,OPT
389,P407,Q1153191,OPT
911,P407,Q1110794,OPT
281,P407,Q11032,OPT
398,P407,Q43229,OPT
845,P407,Q105543609,OPT
192,P407,Q11032,OPT
828,P407,Q5398426,OPT
715,P407,Q482994,OPT
219,P407,Q41298,OPT
17471,P407,Q24455797,OPT
38,P407,Q1002697,OPT
20734,P407,Q105543609,OPT
55,P407,Q1002697,OPT
55,P407,Q7725634,OPT
19171,P407,Q8171,OPT
1052,P407,Q1110794,OPT
4046,P407,Q5398426,OPT
82,P407,Q41298,OPT
3473,P407,Q1110794,OPT
750,P407,Q35127,OPT
275,P407,Q7725634,OPT
823,P407,Q7725634,OPT
104,P407,Q1110794,OPT
190,P407,Q1002697,OPT
1048,P407,Q699907,OPT
5255,P407,Q11879590,OPT
450,P407,Q11032,OPT
2081,P407,Q15416,OPT
0,P407,Q105543609,OPT
267,P407,Q41298,OPT
18712,P407,Q1935136,OPT
34,P407,Q47461344,OPT
2112,P407,Q5398426,OPT
1637,P407,Q1137656,OPT
432,P407,Q11032,OPT
1365,P407,Q1777205,OPT
96,P407,Q11424,OPT
973,P407,Q105543609,OPT
1356,P407,Q8171,OPT
109,P407,Q105543609,OPT
102,P407,Q5398426,OPT
520,P407,Q11032,OPT
749,P407,Q7725634,OPT
131,P407,Q14350,OPT
288,P407,Q3409032,OPT
23733,P407,Q107357104,OPT
761,P407,Q47461344,OPT
23108,P407,Q5398426,OPT
4188,P407,Q7725634,OPT
615,P407,Q1110794,OPT
272,P407,Q2085381,OPT
58,P407,Q1002697,OPT
627,P407,Q105543609,OPT
67,P407,Q5633421,OPT
152,P407,Q58483083,OPT
1291,P407,Q1650727,OPT
188,P407,Q24634210,OPT
96,P407,Q41298,OPT
71,P407,Q482994,OPT
209,P407,Q1002697,OPT
94,P407,Q11032,OPT
209,P407,Q482994,OPT
70,P407,Q1110794,OPT
8837,P407,Q29517555,OPT
262,P407,Q1002697,OPT
30,P407,Q11032,OPT
210,P407,Q5398426,OPT
3793,P407,Q8171,OPT
40,P407,Q14350,OPT
1611,P407,Q7725634,OPT
80,P407,Q41298,OPT
149,P407,Q41298,OPT
13513,P407,Q134556,OPT
196,P407,Q105543609,OPT
49,P407,Q7725634,OPT
185,P407,Q482994,OPT
68,P407,Q11032,OPT
158,P407,Q202444,OPT
246,P407,Q7725634,OPT
3171,P407,Q1501358,OPT
185,P407,Q1240901,OPT
61,P407,Q169930,OPT
30,P407,Q1002697,OPT
240,P407,Q11032,OPT
1759,P407,Q1667921,OPT
5406,P407,Q7725634,OPT
15836,P407,Q5398426,OPT
873,P407,Q106651089,OPT
100,P407,Q482994,OPT
2875,P407,Q3062294,OPT
177,P407,Q1002697,OPT
617,P407,Q41298,OPT
99,P407,Q1002697,OPT
12998,P407,Q7725634,OPT
746,P407,Q1110794,OPT
0,P407,Q105543609,OPT
94,P407,Q7725634,OPT
129,P407,Q1002697,OPT
301,P407,Q2305295,OPT
674,P407,Q15416,OPT
61,P407,Q7725634,OPT
322,P407,Q7725634,OPT
373,P407,Q11032,OPT
124,P407,Q165447,OPT
90,P407,Q12308941,OPT
9400,P407,Q482994,OPT
344,P407,Q41298,OPT
150,P407,Q482994,OPT
375,P407,Q7725634,OPT
200,P407,Q7725634,OPT
50674,P407,Q5398426,OPT
79,P407,Q11032,OPT
126,P407,Q105543609,OPT
4159,P407,Q223393,OPT
1971,P407,Q47461344,OPT
1109,P407,Q7725634,OPT
629,P407,Q7725634,OPT
451,P407,Q101352,OPT
207,P407,Q1153191,OPT
121,P407,Q1002697,OPT
71,P407,Q47461344,OPT
134,P407,Q1110794,OPT
10542,P407,Q45594,OPT
148,P407,Q1002697,OPT
36,P407,Q7725634,OPT
614038,P407,Q241317,OPT
54,P407,Q4502119,OPT
38,P407,Q7725634,OPT
153,P407,Q11032,OPT
920,P407,Q7725634,OPT
514,P407,Q134556,OPT
2432,P407,Q15416,OPT
709,P407,Q1110794,OPT
0,P407,Q482994,OPT
74,P407,Q7725634,OPT
3712,P407,Q5398426,OPT
1580,P127,Q2519914,OPT
539,P127,Q6979593,OPT
166,P127,Q55488,OPT
266,P127,Q18543139,OPT
70,P127,Q22808404,OPT
3438,P127,Q1331793,OPT
783,P127,Q11032,OPT
302,P127,Q14350,OPT
467,P127,Q728937,OPT
2847,P127,Q76470,OPT
260,P127,Q55488,OPT
10280,P127,Q34442,OPT
301,P127,Q47460286,OPT
1218,P127,Q167270,OPT
10021,P127,Q5398426,OPT
873,P127,Q55488,OPT
155,P127,Q55488,OPT
147,P127,Q22808404,OPT
23,P127,Q55488,OPT
213,P127,Q55488,OPT
1528,P127,Q14350,OPT
5917,P127,Q35127,OPT
2449,P127,Q55488,OPT
66,P127,Q34442,OPT
416,P127,Q14350,OPT
273,P127,Q22808404,OPT
35545,P127,Q194195,OPT
88,P127,Q55488,OPT
513,P127,Q483110,OPT
1577,P127,Q543654,OPT
7290,P127,Q167270,OPT
240502,P127,Q58327688,OPT
327,P127,Q641226,OPT
91,P127,Q55488,OPT
9522,P127,Q8719053,OPT
0,P127,NULL,OPT
283,P127,Q1616075,OPT
262,P127,Q14350,OPT
122,P127,Q55488,OPT
73,P127,Q28564,OPT
323,P127,Q27686,OPT
743,P127,Q6979593,OPT
30,P127,Q55488,OPT
708,P127,Q103842693,OPT
47235,P127,Q16323605,OPT
1962,P127,Q22808404,OPT
13758,P127,Q476028,OPT
58158,P127,Q6979593,OPT
1312,P127,Q12301324,OPT
8479,P127,Q23895910,OPT
336,P127,Q18543139,OPT
43,P127,Q55488,OPT
228,P127,Q14350,OPT
385,P127,Q35127,OPT
104,P127,Q14350,OPT
89,P127,Q22808404,OPT
3772,P127,Q431289,OPT
125,P127,Q22808404,OPT
66,P127,Q22808404,OPT
127,P127,Q483110,OPT
4364,P127,Q207694,OPT
60,P8875,Q737498,OPT
171,P8875,Q5633421,OPT
747,P8875,Q5633421,OPT
254,P8875,Q737498,OPT
168,P8875,Q5633421,OPT
254,P8875,Q737498,OPT
686,P8875,Q5633421,OPT
656,P8875,Q737498,OPT
589,P8875,Q5633421,OPT
89,P4884,Q19930933,OPT
216,P4884,Q19930933,OPT
456,P4884,Q2334719,OPT
49,P4884,Q19930933,OPT
67,P4884,Q19930933,OPT
94,P4884,Q19930933,OPT
291,P4884,Q19930933,OPT
279,P4884,Q19930933,OPT
54,P4884,Q19930933,OPT
140,P4884,Q19930933,OPT
62,P4884,Q19930933,OPT
172,P4884,Q19930933,OPT
179,P4884,Q19930933,OPT
1327,P4884,Q19930933,OPT
98,P4884,Q19930933,OPT
416,P4884,Q7307130,OPT
94,P4884,Q19930933,OPT
316,P4884,Q19930933,OPT
197,P4884,Q19930933,OPT
985,P4884,Q2334719,OPT
71,P4884,Q19930933,OPT
46,P4884,Q19930933,OPT
89,P4884,Q19930933,OPT
385,P4884,Q19930933,OPT
336,P4884,Q19930933,OPT
125,P4884,Q19930933,OPT
142,P4884,Q7307130,OPT
8319,P4884,Q2334719,OPT
83,P4884,Q19930933,OPT
143,P4884,Q19930933,OPT
251,P4884,Q19930933,OPT
960,P4884,Q2334719,OPT
123,P4884,Q19930933,OPT
548,P4884,Q19930933,OPT
399,P4884,Q19930933,OPT
139,P4884,Q19930933,OPT
864,P4884,Q2334719,OPT
117,P4884,Q19930933,OPT
704,P371,Q24634210,OPT
3139,P371,Q15416,OPT
5314,P371,Q5398426,OPT
606,P371,Q5398426,OPT
40085,P371,Q5398426,OPT
457,P371,Q5398426,OPT
35975,P371,Q5398426,OPT
10993,P371,Q5398426,OPT
4708,P371,Q5398426,OPT
968,P371,Q5398426,OPT
1961,P371,Q5398426,OPT
209,P371,Q5398426,OPT
748,P371,Q24634210,OPT
18195,P371,Q5398426,OPT
175,P371,Q5398426,OPT
24779,P371,Q15416,OPT
61,P371,Q5398426,OPT
18945,P371,Q15416,OPT
112,P371,Q15416,OPT
3843,P371,Q24634210,OPT
18874,P371,Q5398426,OPT
525,P371,Q1555508,OPT
11698,P371,Q5398426,OPT
518,P371,Q15416,OPT
2601,P371,Q1259759,OPT
3592,P371,Q526877,OPT
1229,P371,Q1555508,OPT
5484,P371,Q24634210,OPT
15560,P371,Q5398426,OPT
3745,P371,Q5398426,OPT
22021,P371,Q62391930,OPT
13542,P371,Q4504495,OPT
1353,P371,Q5398426,OPT
483,P371,Q15416,OPT
16634,P371,Q16913666,OPT
2288,P371,Q5398426,OPT
1930,P371,Q15416,OPT
14326,P371,Q5398426,OPT
6588,P371,Q5398426,OPT
2108,P371,Q5398426,OPT
2933,P371,Q1261214,OPT
694,P371,Q24634210,OPT
22948,P371,Q5398426,OPT
156,P196,Q3863,RAG
801,P196,Q3863,RAG
138,P196,Q3863,RAG
73,P196,Q3863,RAG
64,P196,Q3863,RAG
79,P196,Q3863,RAG
63,P196,Q3863,RAG
51,P196,Q3863,RAG
423,P196,Q3863,RAG
58,P196,Q3863,RAG
122,P196,Q3863,RAG
65,P196,Q3863,RAG
57,P196,Q3863,RAG
57,P196,Q3863,RAG
122,P196,Q3863,RAG
68,P196,Q3863,RAG
239,P196,Q3863,RAG
61,P196,Q3863,RAG
61,P196,Q3863,RAG
70,P196,Q3863,RAG
54,P196,Q3863,RAG
217,P196,Q3863,RAG
74,P196,Q3863,RAG
55,P196,Q3863,RAG
70,P196,Q3863,RAG
79,P196,Q3863,RAG
455,P196,Q3863,RAG
59,P196,Q3863,RAG
75,P196,Q3863,RAG
60,P196,Q3863,RAG
61,P196,Q3863,RAG
63,P196,Q3863,RAG
896,P196,Q3863,RAG
73,P196,Q3863,RAG
68,P196,Q3863,RAG
63,P196,Q3863,RAG
65,P196,Q3863,RAG
59,P196,Q3863,RAG
70,P196,Q3863,RAG
54,P196,Q3863,RAG
57,P196,Q3863,RAG
60,P196,Q3863,RAG
74,P196,Q3863,RAG
72,P196,Q3863,RAG
505,P196,Q3863,RAG
76,P196,Q3863,RAG
98,P196,Q3863,RAG
63,P196,Q3863,RAG
58,P196,Q3863,RAG
73,P196,Q3863,RAG
46,P196,Q3863,RAG
55,P196,Q3863,RAG
58,P196,Q3863,RAG
57,P196,Q3863,RAG
54,P196,Q3863,RAG
72,P196,Q3863,RAG
87,P196,Q3863,RAG
3661,P196,Q3863,RAG
69,P196,Q3863,RAG
56,P196,Q3863,RAG
57,P196,Q3863,RAG
54,P196,Q3863,RAG
93,P196,Q3863,RAG
62,P196,Q3863,RAG
48,P196,Q3863,RAG
51,P196,Q3863,RAG
71,P196,Q3863,RAG
48,P196,Q3863,RAG
67,P196,Q3863,RAG
74,P196,Q3863,RAG
225,P196,Q3863,RAG
75,P196,Q3863,RAG
67,P196,Q3863,RAG
56,P196,Q3863,RAG
68,P196,Q3863,RAG
69,P196,Q3863,RAG
74,P196,Q3863,RAG
67,P196,Q3863,RAG
54,P196,Q3863,RAG
66,P196,Q3863,RAG
67,P196,Q3863,RAG
158,P196,Q3863,RAG
42,P196,Q3863,RAG
72,P196,Q3863,RAG
57,P196,Q3863,RAG
55,P196,Q3863,RAG
62,P196,Q3863,RAG
252,P196,Q3863,RAG
66,P196,Q3863,RAG
247,P196,Q3863,RAG
49,P196,Q3863,RAG
84,P196,Q3863,RAG
91,P196,Q3863,RAG
107,P196,Q3863,RAG
86,P196,Q3863,RAG
66,P196,Q3863,RAG
63,P196,Q3863,RAG
77,P196,Q3863,RAG
87,P196,Q3863,RAG
191,P196,Q3863,RAG
563,P196,Q3863,RAG
52,P196,Q3863,RAG
49,P196,Q3863,RAG
62,P196,Q3863,RAG
66,P196,Q3863,RAG
56,P196,Q3863,RAG
64,P196,Q3863,RAG
77,P196,Q3863,RAG
59,P196,Q3863,RAG
65,P196,Q3863,RAG
66,P196,Q3863,RAG
112,P196,Q3863,RAG
75,P196,Q3863,RAG
102,P196,Q3863,RAG
91,P196,Q3863,RAG
44,P196,Q3863,RAG
91,P196,Q3863,RAG
53,P196,Q3863,RAG
57,P196,Q3863,RAG
352,P196,Q3863,RAG
96,P196,Q3863,RAG
87,P196,Q3863,RAG
235,P196,Q3863,RAG
78,P196,Q3863,RAG
167,P196,Q3863,RAG
78,P196,Q3863,RAG
62,P196,Q3863,RAG
66,P196,Q3863,RAG
60,P196,Q3863,RAG
83,P196,Q3863,RAG
63,P196,Q3863,RAG
133,P196,Q3863,RAG
56,P196,Q3863,RAG
80,P196,Q3863,RAG
78,P196,Q3863,RAG
73,P196,Q3863,RAG
86,P196,Q3863,RAG
91,P196,Q3863,RAG
51,P196,Q3863,RAG
44,P196,Q3863,RAG
65,P196,Q3863,RAG
60,P196,Q3863,RAG
77,P196,Q3863,RAG
81,P196,Q3863,RAG
54,P196,Q3863,RAG
88,P196,Q3863,RAG
89,P196,Q3863,RAG
134,P196,Q3863,RAG
54,P196,Q3863,RAG
51,P196,Q3863,RAG
48,P196,Q3863,RAG
67,P196,Q3863,RAG
79,P196,Q3863,RAG
64,P196,Q3863,RAG
536,P196,Q3863,RAG
48,P196,Q3863,RAG
59,P196,Q3863,RAG
70,P196,Q3863,RAG
315,P196,Q3863,RAG
176,P196,Q3863,RAG
67,P196,Q3863,RAG
171,P196,Q3863,RAG
67,P196,Q3863,RAG
67,P196,Q3863,RAG
74,P196,Q3863,RAG
68,P196,Q3863,RAG
60,P196,Q3863,RAG
56,P196,Q3863,RAG
77,P196,Q3863,RAG
50,P196,Q3863,RAG
68,P196,Q3863,RAG
53,P196,Q3863,RAG
43,P196,Q3863,RAG
54,P196,Q3863,RAG
61,P196,Q3863,RAG
59,P196,Q3863,RAG
1315,P196,Q3863,RAG
58,P196,Q3863,RAG
65,P196,Q3863,RAG
59,P196,Q3863,RAG
56,P196,Q3863,RAG
288,P196,Q3863,RAG
51,P196,Q3863,RAG
68,P196,Q3863,RAG
49,P196,Q3863,RAG
52,P196,Q3863,RAG
169,P196,Q3863,RAG
56,P196,Q3863,RAG
93,P196,Q3863,RAG
53,P196,Q3863,RAG
56,P196,Q3863,RAG
62,P196,Q3863,RAG
50,P196,Q3863,RAG
36,P196,Q3863,RAG
78,P196,Q3863,RAG
52,P196,Q3863,RAG
41,P196,Q3863,RAG
62,P196,Q3863,RAG
66,P196,Q3863,RAG
76,P196,Q3863,RAG
335,P196,Q3863,RAG
74,P196,Q3863,RAG
119,P196,Q3863,RAG
52,P196,Q3863,RAG
55,P196,Q3863,RAG
52,P196,Q3863,RAG
244,P196,Q3863,RAG
74,P196,Q3863,RAG
55,P196,Q3863,RAG
55,P196,Q3863,RAG
63,P196,Q3863,RAG
356,P196,Q3863,RAG
69,P196,Q3863,RAG
71,P196,Q3863,RAG
52,P196,Q3863,RAG
80,P196,Q3863,RAG
56,P196,Q3863,RAG
65,P196,Q3863,RAG
56,P196,Q3863,RAG
69,P196,Q3863,RAG
60,P196,Q3863,RAG
65,P196,Q3863,RAG
51,P196,Q3863,RAG
131,P196,Q3863,RAG
56,P196,Q3863,RAG
80,P196,Q3863,RAG
57,P196,Q3863,RAG
238,P196,Q3863,RAG
49,P196,Q3863,RAG
53,P196,Q3863,RAG
87,P196,Q3863,RAG
72,P196,Q3863,RAG
52,P196,Q3863,RAG
83,P196,Q3863,RAG
52,P196,Q3863,RAG
70,P196,Q3863,RAG
53,P196,Q3863,RAG
65,P196,Q3863,RAG
67,P196,Q3863,RAG
70,P196,Q3863,RAG
57,P196,Q3863,RAG
49,P196,Q3863,RAG
96,P196,Q3863,RAG
56,P196,Q3863,RAG
65,P196,Q3863,RAG
69,P196,Q3863,RAG
74,P196,Q3863,RAG
71,P196,Q3863,RAG
37,P196,Q3863,RAG
58,P196,Q3863,RAG
52,P196,Q3863,RAG
59,P196,Q3863,RAG
54,P196,Q3863,RAG
64,P196,Q3863,RAG
56,P196,Q3863,RAG
52,P196,Q3863,RAG
67,P196,Q3863,RAG
86,P196,Q3863,RAG
66,P196,Q3863,RAG
45,P196,Q3863,RAG
63,P196,Q3863,RAG
64,P196,Q3863,RAG
140,P196,Q3863,RAG
227,P196,Q3863,RAG
70,P196,Q3863,RAG
73,P196,Q3863,RAG
71,P196,Q3863,RAG
67,P196,Q3863,RAG
72,P196,Q3863,RAG
86,P196,Q3863,RAG
474,P196,Q3863,RAG
51,P196,Q3863,RAG
63,P196,Q3863,RAG
62,P196,Q3863,RAG
64,P196,Q3863,RAG
71,P196,Q3863,RAG
65,P196,Q3863,RAG
51,P196,Q3863,RAG
54,P196,Q3863,RAG
58,P196,Q3863,RAG
62,P196,Q3863,RAG
97,P196,Q3863,RAG
53,P196,Q3863,RAG
126,P196,Q3863,RAG
65,P196,Q3863,RAG
60,P196,Q3863,RAG
95,P196,Q3863,RAG
83,P196,Q3863,RAG
59,P196,Q3863,RAG
49,P196,Q3863,RAG
73,P196,Q3863,RAG
94,P196,Q3863,RAG
78,P196,Q3863,RAG
67,P196,Q3863,RAG
60,P196,Q3863,RAG
64,P196,Q3863,RAG
67,P196,Q3863,RAG
132,P196,Q3863,RAG
57,P196,Q3863,RAG
54,P196,Q3863,RAG
67,P196,Q3863,RAG
72,P196,Q3863,RAG
62,P196,Q3863,RAG
